Nome,Biografia breve,Status di partigiano,Biografia,
Fantini Gino Di Lazzaro,"Nato a Cesena il 25 settembre 1924, residente a Forlì, meccanico, secondo di tre figli, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 2 marzo al 23 luglio 1944.,"Il 23 luglio, assieme ad altri due partigiani, fu inviato a Ranchio in ricognizione. Nella notte, la pattuglia partigiana ebbe uno scontro con un plotone di militi. Rimasero feriti alcuni fascisti e due partigiani che riuscirono a dileguarsi. Egli fu catturato e il giorno seguente impiccato ad una ringhiera nel piazzale del paese. Il 2° distaccamento del 2° battaglione portò il suo nome.",
Fantini Massimo Di Luigi,"Nato a Civitella di Romagna il 3 dicembre 1922, ivi residente, colono, primo di quattro figli, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 11 settembre 1943 al 11 marzo 1944.,"Arrestato e percosso in frazione Seggio di Civitella assieme a Agostino Lotti e a Giovanni Valgiusti perché renitente di leva. Portato a Civitella fu poi tradotto a Forlì. Il venerdì 24 marzo venne processato e condannato a morte da un tribunale militare presieduto dal generale Boscazi. La sentenza che riguardava anche i fratelli Dino e Tonino Degli Esposti, Agostino Lotti, Giovanni Valgiusti, venne eseguita nella caserma Ferdinando di Savoia.",
Fantini Sergio Carlo Fu Pellegrino,"Nato a Forlì il 4 marzo 1918, residente a Forlì in frazione Vecchiazzano, colono, secondo di sei figli, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 15 ottobre 1943 al 4 maggio 1944.,"Partigiano del distaccamento di Vecchiazzano, la sua abitazione fungeva anche da base per i giovani che si recavano nell'8° brigata. Un partigiano catturato nel corso del rastrellamento d'aprile e torturato, svelò la sua attività. Il 4 maggio, un reparto della gnr si portò alla sua abitazione e trovate le armi del distaccamento nascoste nella legnaia, minacciò la distruzione dell'intera famiglia. Dichiaratosi unico responsabile dell'attività partigiana venne immediatamente fucilato",
Fantini Virgilio Di Michele,"Nato a Bertinoro il 18 maggio 1922, residente a San Leonardo, colono, sesto di sette figli, celibe.",Riconosciuto partigiano della 8° brigata gap con ciclo operativo dal 15 settembre 1943 al 14 marzo 1944.,"Gia appartenente alla 29° gap. Fu catturato durante un rastrellamento nella zona del comune di Borello, assieme al cugino Renato Capacci, sotto l'imputazione di non essersi presentato alla chiamata alle armi. Tradotti alle carceri di Bologna vennero processati e fucilati il 6 aprile 1944 al poligono militare.",
Fantuzzi Attilio Fu Carlo,"Nato a Sarsina il 18 febbraio 1896, residente a Cusercoli, colono, coniugato e padre di due figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 6 novembre 1943 al 21 agosto 1944.,"Il primo nucleo armato del forlivese dalla sua formazione a tutto il mese di settembre trovò ospitalità presso la sua abitazione. Fu stretto collaboratore della brigata. Durante il rastrellamento d'agosto, il 20, fu catturato da un reparto tedesco e condotto alla fornace di Meldola dove fu rinchiuso con altri 180 rastrellati. Il giorno successivo dopo percosse, violenze ed essere stato costretto a scavarsi la fossa, venne fucilato.",
Farabegoli Ubaldo Di Egisto,"Nato a Cesena il 25 dicembre 1925, ivi residente, meccanico, secondo di quattro figli, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal febbraio al 30 settembre 1944.,"Arrestato dai tedeschi il 27 settembre assieme a Giuseppe Piraccini, Amedeo, Augusto e Primo Ridolfi, Armando Vicini, perché in prossimità dell'abitazione dei Ridolfi, a San Tommaso di Cesena, erano state ritrovate delle armi, alle ore 24 del 29 settembre furono uccisi a colpi di mazzetta alla nuca e sepolti in una fossa comune dove sono stati ritrovati.",
Fattini Nello Di Stanislao,"Nato a Bagno di Romagna, il 19 dicembre 1923, ivi residente in frazione Poggio la Lastra, colono, secondo di quattro figli, celibe.",Riconosciuto partigiano della 8° brigata con ciclo operativo dal 15 maggio al 3 agosto 1944.,"Aggregato al distaccamento comandato di Maciste (Sante Fabbri). Il 2 agosto 1944, partecipò a Qualtrosolo sulla provinciale Pianetto-Santa Sofia, al blocco di un convoglio tedesco e allo scontro con i soldati di scorta. Ritiratosi col distaccamento nella valle del Borello, la mattina del 3 agosto, forse complice una spiata, si trovò accerchiato dai tedeschi appoggiati da forze fasciste. Ferito ad un ginocchio non riuscì a sganciarsi e fu fatto prigioniero. Il suo corpo fu ritrovato dai suoi compagni, carbonizzato, dentro un capanno di Farfaneta dato alle fiamme.",
Fattini Pasquale Di Ferdinando,"Nato a a Bagno di Romagna il 15 febbraio 1925, ivi residente, colono, secondo di cinque figli, celibe.",Riconosciuto partigiano della 8° brigata con ciclo operativo dal 12 gennaio al 12 aprile 1944.,"Inquadrato nella 12° compagnia. La mattina del 12 aprile 1944, inizio del Grande rastrellamento d'aprile si schierò sul crinale di Biserno vicino alla ""croce"" a 670 mt di quota, per contrastare i tedeschi che dalla strada bidentina intendevano conquistare i crinali dove erano attestati i partigiani. Morì nel corso della cruenta battaglia che ne seguì.",
Favelli Osvaldo Di Aurelio.,"Nato in Francia il 5 novembre 1924, residente a Castrocaro Terra del Sole, operaio, primo di due figli, celibe.",Riconosciuto partigiano del battaglione Corbari con ciclo operativo dal 26 novembre 1943 al 20 gennaio 1944.,"Rifiutò la leva nella repubblica sociale e nel novembre 1943 si portò alla formazione armata del faentino costituitasi nell'alta Samoggia. Partecipò all'attività del gruppo partigiano e dal 4 gennaio all'occupazione di Tredozio conclusasi tragicamente il 20 gennaio 1944. Quella mattina tedeschi e fascisti circondarono Ca Morelli dove i partigiani erano acquartierati. Assieme a Ciani Vittorio e a Graziani Domenico tentò la sortita per sottrarsi all'accerchiamento. Gravemente ferito morì quello stesso giorno. Gli altri 20 partigiani presenti nella casa, furono costretti ad arrendersi.",
Ferri Leon Francesco Di Angelo,"Nato a Firenze il 12 aprile1923, ivi residente, primo di due figli, celibe.",Riconosciuto partigiano della 8° brigata con ciclo operativo dal 2 gennaio al 16 aprile 1944.,"Nome di battaglia Alano. Partecipe del gruppo partigiano che il mattino del 16 aprile, durante il Grande rastrellamento d'aprile, si portò sul crinale che conduce alle Fontanelle, fu oggetto di un nutrito fuoco tedesco. Assieme a Domenico Castellucci si allontanò dal crinale con direzione Valbianca. Ferito, fu catturato dai tedeschi e il giorno dopo fucilato in località Valdonetto.",
Fiorentini Ezio Di Angelo,"Nato a Modigliana il 13 febbraio 1925, ivi residente, colono, terzo di otto figli, celibe.",Riconosciuto partigiano del battaglione Corbari con ciclo operativo dal 1 marzo al 12 marzo 1944.,"Arrestato il 12 marzo 1944 dai nazifascisti, durante un rastrellamento in località S.Savino. Nei pressi di Forlì, assieme ad altri due rastrellati: Augusto Berti e Domenico Guidi, per sfuggire ai carcerieri tentò di attraversare il fiume Montone in piena. Tutti e tre annegarono.",
Fiori Mario Di Primo,"Nato a Forlì il 24 maggio 1909, ivi residente a San Martino in Strada, coniugato e padre di quattro figli.",Riconosciuto partigiano della 29 brigata gap con ciclo operativo dal 15 dicembre 1943 al 15 ottobre 1944.,"Nella scheda personale dell'anpi traiamo ""fucilato dai tedeschi mentre attraversava le linee nemiche il 31 ottobre 1944""",
Fiumicelli Jacopo Fu Francesco,"Nato a Santa Sofia il 9 febbraio 1902, ivi residente in Collina di Pondo, coltivatore diretto, coniugato e padre di cinque figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 20 giugno al 28 settembre 1944.,"Decedeva all'ospedale di Siena il 5 settembre 1945, per malattia contratta durante il periodo della lotta partigiana",
Foietta Celso Fu Giulio,"Nato a Santa Sofia il 14 aprile 1907, ivi residente, facchino, coniugato e padre di una figlia.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 30 novembre 1943 all'11 settembre 1944.,"Staffetta dell'8° brigata, ""raccoglieva soldi, viveri; recuperava armi e munizioni per le formazioni partigiane. Scoperto veniva imprigionato e tradotto nelle carceri di Forlì"". Nel pomeriggio del 9 settembre veniva prelevato assieme ad altri 5 prigionieri, condotto in località San Tomè e qui impiccato per rappresaglia.",
Forasassi Ettore Di Giovanni,"Nato a Albizzate (VA) il 1 giugno 1905, residente a svignano sul Rubicone, maresciallo dei carabinieri, coniugato e padre di quattro figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 3 giugno al 30 luglio 1944.,"Partito in ricognizione con altri partigiani nei dintorni di Sarsina, la sera del 30 luglio 1944 fu mortalmente ferito in uno scontro con una pattuglia tedesca a Bucchio. In data 10 febbraio 1948 veniva stilato il verbale di irreperibilità ""Durante il combattimento di Bucchio rimase mortalmente ferito poi non fu possibile recuperare la salma"".",
Foschi Flavio,"Di Pio. Nato a Cesena il 19 agosto 1924, ivi residente, operaio, coniugato.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 9 marzo all'8 aprile 1944.,"Inquadrato nella 12° compagnia, la mattina del 12 aprile 1944 fu tra i difensori del crinale di Biserno per consentire ai partigiani di sottrarsi in modo ordinato al Grande rastrellamento programmato dai tedeschi per liquidare la presenza partigiana nella zona. Nella battaglia che si sviluppò per contrastare i tedeschi nella conquista del crinale rimase mortalmente ferito.",
Foschi Olimpio Di Umberto,"Nato a Cesena il 14 agosto 1923, ivi residente in frazione Pievesestina, colono, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 24 febbraio al 1 luglio 1944.,Caduto il 1° luglio 1944 a Pievesestina.,
Fracassi Biagio Di Paolo,"Nato a Casteldelci il 15 marzo 1926, domiciliato a Pieve Santo Stefano, bracciante, primo di cinque figli, celibe.",Riconosciuto partigiano della 8° brigata con ciclo operativo dal 15 febbraio al 2 luglio 1944.,"Nella dichiarazione redatta il 10 aprile 1946 nel comune di Casteldelci così viene indicata la causa della morte: ""il giorno diciannove luglio millenovecentoquarantaquattro è stato trucidato da truppe tedesche durante azione di rappresaglia n una località di questo Comune denominata ""Panobole"".",
Franchetti Ferruccio Di Giuseppe,"Nato a Montescudo il 19 giugno 1923, ivi residente, meccanico, primo di due figli, celibe.",Riconosciuto partigiano della brigata sap con ciclo operativo dal 15 febbraio al 17 settembre 1944.,"Nell'atto di notorietà redatto nel comune di Montescudo in data 10 giugno 1946 così è indicata la causa della morte: ""facente parte del movimento clandestino; il giorno 16/9/1944 alle ore 14 sulla strada prov. S. Maria del Piano - Taverna (località Pian Bagnola) - è rimasto ferito da scheggia di granata al fianco destro lacerandogli l'intestino. Tale lacerazione gli ha procurato la morte"".",
Franchi Mariano Di Pilade,"Nato a Cattolica il 25 novembre 1911, ivi residente, coniugato e padre di un figlio, un altro nascerà un mese dopo la morte.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 2 febbraio al 25 settembre 1944.,"Ferito da una granata il 3 settembre 1944, moriva all'ospedale di Iesi il 25 settembre 1944.",
Francia Golfardo Di Eugenio,"Nato a Cesena il 24 luglio 1918, manovale, primo di tre figli, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 28 febbraio all'8 aprile 1944.,Catturato all'infermeria delle Capanne e fucilato a Ponte Messa il 7 aprile 1944.,
Frisoni Giosuè Fu Cesare,"Nato a Rimini il 9 dicembre 1891, residente a Riccione, colono, coniugato e padre di tre figli.",Riconosciuto partigiano della brigata sap con ciclo operativo dal 8 settembre 1943 al 14 settembre 1944.,"Deceduto il 14 settembre 1944. Dalla dichiarazione scritta in data 24 gennaio 1948 dal comandante della sap di Riccione, Francesco Bianchi, traiamo:
""Mentre era intento, assieme al partigiano Bullini Renato e Cevoli Giuseppe a seminare chiodi antipneumatici veniva scoperto dalle truppe tedesche e fucilato sul posto, nelle vicinanze della via Adriatica"".",
Fucci Giuseppe Fu Angelo,"Nato a Premilcuore il 30 marzo 1926, residente a Santa Sofia frazione Pian del Grado, bracciante, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 11 gennaio al 20 aprile 1944.,Aprile 1944. Fucilato a Pian del Grado dai tedeschi nel corso del Grande rastrellamento d'aprile.,
Fusaroli Casadei Antonio Di Michele,"Nato a Bertinoro il 25 gennaio 1883, ivi residente, negoziante, sposato e padre di due figli.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dall'8 settembre 1943 al 1 maggio 1944.,"Noto antifascista di fede repubblicana, padre di un figlio partigiano, la notte del 30 aprile 1944, veniva prelevato assieme ad altri quattro antifascisti e, alle primissime ore del mattino, veniva fucilato per rappresaglia all'uccisione di due fascisti, sul margine sinistro della via Cellamaio all'ingresso del paese di Bertinoro. Dal suo negozio e dall'abitazione i militi sottraevano merci e valori.",
Fusaroli Casadei Gaetano Di Michele,"Nato a Bertinoro il 16 luglio 1891, inserviente, coniugato.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 15 novembre 1943 al 1 maggio 1944.,"Il 30 aprile 1944, alle ore 22, a Bertinoro venivano uccisi il reggente del fascio locale e una guardia del duce. Conosciuto come antifascista e socialista, per rappresaglia, alle prime ore del mattino del 1 maggio, veniva prelevato dalla sua abitazione e fucilato assieme ad altri quattro antifascisti all'ingresso del paese.",
Fusconi Otello Fu Ferdinando,"Nato a Cesena il 21 febbraio 1927, ivi residente in frazione Ronta, secondo di due figli, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 15 febbraio al 29 aprile 1944.,"Il 26 e il 28 aprile venivano uccisi, nella zona di Martorano, i militi della Venezia Giulia: Romeo Steher e Carlo Martone. I fascisti attuarono il rastrellamento di Martorano - Bagnile con l'impiego del battaglione dei militi della guardia Venezia-Giulia e dei fascisti cesenati. I campi vennero rastrellati, le case perquisite. Anche la sua abitazione fu perquisita e lui prelevato e a coltellate trascinato sino al fiume dove giunse ormai cadavere, lo accusavano di aver sparato contro i fascisti. Il Comitato di Liberazione di Martorano, in un suo documento, scrisse che fu ucciso solo perché era fratello di un noto partigiano.",
Fusconi Urbano Di Giuseppe,"Nato a Cesena il 17 giugno 1923, ivi residente, meccanico, quinto di cinque figli, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 28 gennaio al 3 settembre 1944.,"Gappista della 29°, catturato dai fascisti, per la deleazione di un ex appartenente all'organizzazione, venne fucilato il 3 settembre 1944, nel sferisterio della Rocca Malatestiana di Cesena.",
Fusignani Secondo Di Pasquale,"Nato a Cervia il 15 novembre 1923, ivi residente frazione Pisignano, calzolaio, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 11 novembre 1943 al 19 ottobre 1944.,"Ucciso a Bagnile, il 29 aprile 1944, nel corso del rastrellamento di Martorano - Bagnile.",
